Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
12418.0,112,4,2021.2,2,2,3,223,Others
12419.0,385,2,503.01,1,1,2,112,Hibernating / lost
12420.0,63,1,600.39,2,1,2,212,Others
12421.0,15,6,1098.6,3,3,2,332,Loyal customers
12422.0,95,17,5231.8,2,3,3,233,Loyal customers
12423.0,0,10,2622.39,3,3,3,333,Champions
12424.0,162,4,3340.03,2,2,3,223,Others
12425.0,78,2,1741.41,2,1,3,213,Others
12426.0,194,2,1345.21,2,1,2,212,Others
12427.0,21,3,1129.3,3,2,2,322,Potential loyalists
12428.0,25,9,7956.46,3,3,3,333,Champions
12429.0,9,8,7485.91,3,3,3,333,Champions
12430.0,43,1,256.4,2,1,1,211,Others
12431.0,35,27,10857.97,3,3,3,333,Champions
12432.0,42,5,5059.32,2,2,3,223,Others
12433.0,0,10,20581.26,3,3,3,333,Champions
12434.0,84,3,1103.43,2,2,2,222,Others
12435.0,79,6,13925.93,2,3,3,233,Loyal customers
12436.0,99,1,509.01,2,1,2,212,Others
12437.0,1,39,12683.4,3,3,3,333,Champions
12438.0,14,2,2906.85,3,1,3,313,Potential loyalists
12439.0,682,2,1158.18,1,1,2,112,Hibernating / lost
12440.0,462,2,859.2,1,1,2,112,Hibernating / lost
12441.0,366,1,347.1,1,1,1,111,Hibernating / lost
12442.0,3,1,172.06,3,1,1,311,New customers
12443.0,732,1,485.31,1,1,2,112,Hibernating / lost
12444.0,21,5,5005.46,3,2,3,323,Potential loyalists
12445.0,22,2,434.98,3,1,1,311,New customers
12446.0,57,1,1002.3100000000001,2,1,2,212,Others
12447.0,243,1,476.49,2,1,2,212,Others
12448.0,44,1,449.45,2,1,1,211,Others
12449.0,22,6,4835.89,3,3,3,333,Champions
12450.0,156,5,688.2,2,2,2,222,Others
12451.0,10,8,12669.88,3,3,3,333,Champions
12452.0,16,2,430.57,3,1,1,311,New customers
12453.0,134,1,707.09,2,1,2,212,Others
12454.0,56,5,16679.78,2,2,3,223,Others
12455.0,73,10,5879.95,2,3,3,233,Loyal customers
12456.0,44,3,3181.04,2,2,3,223,Others
12457.0,66,8,2995.91,2,3,3,233,Loyal customers
12458.0,71,4,1777.49,2,2,3,223,Others
12459.0,605,1,454.36,1,1,1,111,Hibernating / lost
12460.0,456,1,326.65,1,1,1,111,Hibernating / lost
12461.0,94,2,826.88,2,1,2,212,Others
12462.0,18,2,1189.59,3,1,2,312,Potential loyalists
12463.0,53,4,1344.78,2,2,2,222,Others
12464.0,10,8,1212.05,3,3,2,332,Loyal customers
12465.0,17,2,742.1899999999999,3,1,2,312,Potential loyalists
12466.0,682,1,56.73,1,1,1,111,Hibernating / lost
12467.0,423,1,132.8,1,1,1,111,Hibernating / lost
12468.0,187,5,3670.74,2,2,3,223,Others
12469.0,522,2,3070.54,1,1,3,113,Hibernating / lost
12470.0,689,1,211.95,1,1,1,111,Hibernating / lost
12471.0,2,79,39963.79,3,3,3,333,Champions
12472.0,32,19,17880.59,3,3,3,333,Champions
12473.0,29,5,3938.5499999999997,3,2,3,323,Potential loyalists
12474.0,17,31,12424.45,3,3,3,333,Champions
12475.0,53,2,1149.64,2,1,2,212,Others
12476.0,15,23,14115.41,3,3,3,333,Champions
12477.0,22,9,20276.37,3,3,3,333,Champions
12478.0,3,1,680.99,3,1,2,312,Potential loyalists
12479.0,11,1,527.2,3,1,2,312,Potential loyalists
12480.0,28,7,5464.85,3,3,3,333,Champions
12481.0,22,15,12361.39,3,3,3,333,Champions
12482.0,576,29,23691.4,1,3,3,133,At risk
12483.0,17,19,5120.58,3,3,3,333,Champions
12484.0,32,12,6370.15,3,3,3,333,Champions
12485.0,529,1,708.1,1,1,2,112,Hibernating / lost
12486.0,431,1,1037.28,1,1,2,112,Hibernating / lost
12487.0,730,1,285.29999999999995,1,1,1,111,Hibernating / lost
12488.0,9,3,1298.66,3,2,2,322,Potential loyalists
12489.0,336,1,334.93,1,1,1,111,Hibernating / lost
12490.0,5,21,9823.64,3,3,3,333,Champions
12491.0,38,1,460.40000000000003,3,1,1,311,New customers
12492.0,63,3,715.21,2,2,2,222,Others
12493.0,165,2,433.74,2,1,1,211,Others
12494.0,15,9,1872.8700000000001,3,3,3,333,Champions
12495.0,640,1,357.4,1,1,1,111,Hibernating / lost
12496.0,620,2,54.09,1,1,1,111,Hibernating / lost
12497.0,81,3,6248.5,2,2,3,223,Others
12498.0,21,3,403.70000000000005,3,2,1,321,Potential loyalists
12499.0,560,1,393.72,1,1,1,111,Hibernating / lost
12500.0,23,19,5955.21,3,3,3,333,Champions
12501.0,336,1,2169.39,1,1,3,113,Hibernating / lost
12502.0,95,5,3723.87,2,2,3,223,Others
12503.0,584,1,1126.0,1,1,2,112,Hibernating / lost
12504.0,18,4,779.05,3,2,2,322,Potential loyalists
12505.0,408,1,955.2,1,1,2,112,Hibernating / lost
12506.0,232,1,73.5,2,1,1,211,Others
12507.0,134,4,1844.06,2,2,3,223,Others
12508.0,26,2,398.27,3,1,1,311,New customers
12509.0,284,1,176.5,1,1,1,111,Hibernating / lost
12510.0,142,9,5178.02,2,3,3,233,Loyal customers
12511.0,428,1,3084.02,1,1,3,113,Hibernating / lost
12512.0,66,2,138.03,2,1,1,211,Others
12513.0,112,1,612.29,2,1,2,212,Others
12514.0,267,2,1597.76,1,1,2,112,Hibernating / lost
12515.0,353,1,383.7,1,1,1,111,Hibernating / lost
12516.0,77,4,2648.62,2,2,3,223,Others
12517.0,28,5,2502.84,3,2,3,323,Potential loyalists
12518.0,0,5,2056.89,3,2,3,323,Potential loyalists
12519.0,63,2,726.54,2,1,2,212,Others
12520.0,79,5,2634.26,2,2,3,223,Others
12521.0,142,1,599.68,2,1,2,212,Others
12522.0,39,2,192.72,3,1,1,311,New customers
12523.0,19,23,4372.15,3,3,3,333,Champions
12524.0,9,17,11126.11,3,3,3,333,Champions
12525.0,498,3,973.73,1,2,2,122,At risk
12526.0,0,3,1316.66,3,2,2,322,Potential loyalists
12527.0,81,5,735.51,2,2,2,222,Others
12528.0,9,6,1933.48,3,3,3,333,Champions
12529.0,528,1,316.48,1,1,1,111,Hibernating / lost
12530.0,59,9,3759.26,2,3,3,233,Loyal customers
12531.0,14,2,1933.2,3,1,3,313,Potential loyalists
12532.0,30,1,349.83000000000004,3,1,1,311,New customers
12533.0,627,2,1367.89,1,1,2,112,Hibernating / lost
12534.0,130,1,1089.18,2,1,2,212,Others
12535.0,91,2,716.35,2,1,2,212,Others
12536.0,43,3,12601.830000000002,2,2,3,223,Others
12537.0,408,1,732.94,1,1,2,112,Hibernating / lost
12538.0,29,2,640.45,3,1,2,312,Potential loyalists
12539.0,22,7,11214.75,3,3,3,333,Champions
12540.0,19,33,22254.49,3,3,3,333,Champions
12541.0,29,3,981.18,3,2,2,322,Potential loyalists
12542.0,484,2,481.88,1,1,2,112,Hibernating / lost
12543.0,448,1,980.25,1,1,2,112,Hibernating / lost
12544.0,36,1,372.7,3,1,1,311,New customers
12545.0,75,2,1000.39,2,1,2,212,Others
12546.0,46,2,1161.5,2,1,2,212,Others
12547.0,197,3,383.58,2,2,1,221,Others
12548.0,166,1,95.19999999999999,2,1,1,211,Others
12549.0,575,6,1575.68,1,3,2,132,At risk
12550.0,79,1,964.83,2,1,2,212,Others
12551.0,357,1,168.0,1,1,1,111,Hibernating / lost
12552.0,38,2,437.82,3,1,1,311,New customers
12553.0,8,12,4608.75,3,3,3,333,Champions
12554.0,448,1,468.5,1,1,1,111,Hibernating / lost
12555.0,682,1,129.23,1,1,1,111,Hibernating / lost
12556.0,50,2,603.71,2,1,2,212,Others
12557.0,16,8,18716.14,3,3,3,333,Champions
12558.0,7,1,269.96,3,1,1,311,New customers
12559.0,310,2,561.71,1,1,2,112,Hibernating / lost
12560.0,5,3,2134.01,3,2,3,323,Potential loyalists
12561.0,302,1,238.85,1,1,1,111,Hibernating / lost
12562.0,8,9,4966.92,3,3,3,333,Champions
12563.0,408,1,249.24,1,1,1,111,Hibernating / lost
12564.0,261,1,456.9,2,1,1,211,Others
12565.0,288,1,145.92,1,1,1,111,Hibernating / lost
12566.0,86,1,351.65,2,1,1,211,Others
12567.0,22,15,13709.86,3,3,3,333,Champions
12568.0,644,1,70.0,1,1,1,111,Hibernating / lost
12569.0,2,32,4124.69,3,3,3,333,Champions
12570.0,682,1,77.52,1,1,1,111,Hibernating / lost
12571.0,39,2,519.61,3,1,2,312,Potential loyalists
12572.0,8,2,1020.42,3,1,2,312,Potential loyalists
12573.0,227,5,717.41,2,2,2,222,Others
12574.0,315,1,218.45,1,1,1,111,Hibernating / lost
12575.0,457,2,622.8199999999999,1,1,2,112,Hibernating / lost
12576.0,35,8,2142.72,3,3,3,333,Champions
12577.0,35,8,1653.75,3,3,3,333,Champions
12578.0,21,4,4642.45,3,2,3,323,Potential loyalists
12579.0,78,1,440.42,2,1,1,211,Others
12580.0,246,2,1052.9,2,1,2,212,Others
12581.0,39,1,197.71,3,1,1,311,New customers
12582.0,238,4,1980.4,2,2,3,223,Others
12583.0,2,27,14447.44,3,3,3,333,Champions
12584.0,3,9,2338.15,3,3,3,333,Champions
12585.0,234,2,2040.1,2,1,3,213,Others
12586.0,17,4,2062.67,3,2,3,323,Potential loyalists
12587.0,7,1,144.0,3,1,1,311,New customers
12588.0,39,4,958.78,3,2,2,322,Potential loyalists
12589.0,28,8,4695.66,3,3,3,333,Champions
12590.0,211,2,9864.26,2,1,3,213,Others
12591.0,317,3,1352.15,1,2,2,122,At risk
12592.0,92,5,2582.66,2,2,3,223,Others
12593.0,108,3,418.09999999999997,2,2,1,221,Others
12594.0,37,15,5090.110000000001,3,3,3,333,Champions
12595.0,504,1,299.02,1,1,1,111,Hibernating / lost
12596.0,51,2,618.27,2,1,2,212,Others
12597.0,19,4,3811.22,3,2,3,323,Potential loyalists
12598.0,9,11,4534.09,3,3,3,333,Champions
12599.0,29,13,2296.72,3,3,3,333,Champions
12600.0,28,21,5043.92,3,3,3,333,Champions
12601.0,189,6,681.26,2,3,2,232,Loyal customers
12602.0,58,1,153.12,2,1,1,211,Others
12603.0,21,1,739.1999999999999,3,1,2,312,Potential loyalists
12604.0,79,2,254.18,2,1,1,211,Others
12605.0,376,4,1232.95,1,2,2,122,At risk
12606.0,682,1,21.0,1,1,1,111,Hibernating / lost
12607.0,60,1,1579.51,2,1,2,212,Others
12608.0,404,1,415.79,1,1,1,111,Hibernating / lost
12609.0,78,9,3435.86,2,3,3,233,Loyal customers
12610.0,22,5,2099.54,3,2,3,323,Potential loyalists
12611.0,52,1,1193.32,2,1,2,212,Others
12612.0,74,1,704.0400000000001,2,1,2,212,Others
12613.0,57,10,6835.07,2,3,3,233,Loyal customers
12614.0,277,1,315.6,1,1,1,111,Hibernating / lost
12615.0,2,8,5740.98,3,3,3,333,Champions
12616.0,95,3,1131.1,2,2,2,222,Others
12617.0,29,1,355.53,3,1,1,311,New customers
12618.0,21,1,177.31,3,1,1,311,New customers
12619.0,16,10,3781.38,3,3,3,333,Champions
12620.0,14,3,1339.41,3,2,2,322,Potential loyalists
12621.0,1,35,24775.81,3,3,3,333,Champions
12622.0,232,1,180.1,2,1,1,211,Others
12623.0,276,7,3747.84,1,3,3,133,At risk
12624.0,106,2,641.13,2,1,2,212,Others
12625.0,211,4,5164.88,2,2,3,223,Others
12626.0,23,9,6620.48,3,3,3,333,Champions
12627.0,10,7,4478.53,3,3,3,333,Champions
12628.0,4,3,786.46,3,2,2,322,Potential loyalists
12629.0,385,2,1558.22,1,1,2,112,Hibernating / lost
12630.0,9,2,1270.88,3,1,2,312,Potential loyalists
12631.0,57,6,3481.57,2,3,3,233,Loyal customers
12632.0,520,2,804.88,1,1,2,112,Hibernating / lost
12633.0,58,7,5678.16,2,3,3,233,Loyal customers
12634.0,535,2,490.0,1,1,2,112,Hibernating / lost
12635.0,89,4,2930.41,2,2,3,223,Others
12636.0,738,1,141.0,1,1,1,111,Hibernating / lost
12637.0,67,12,8340.31,2,3,3,233,Loyal customers
12638.0,33,2,921.49,3,1,2,312,Potential loyalists
12639.0,238,3,1312.37,2,2,2,222,Others
12640.0,23,3,1174.58,3,2,2,322,Potential loyalists
12641.0,115,1,185.9,2,1,1,211,Others
12642.0,25,3,1013.26,3,2,2,322,Potential loyalists
12643.0,128,12,8350.42,2,3,3,233,Loyal customers
12644.0,129,4,1918.49,2,2,3,223,Others
12645.0,33,8,3539.3,3,3,3,333,Champions
12646.0,4,2,1346.97,3,1,2,312,Potential loyalists
12647.0,22,36,17924.35,3,3,3,333,Champions
12648.0,154,4,1112.0,2,2,2,222,Others
12649.0,107,8,2294.65,2,3,3,233,Loyal customers
12650.0,3,1,314.44,3,1,1,311,New customers
12651.0,334,4,377.75,1,2,1,121,At risk
12652.0,331,2,1017.03,1,1,2,112,Hibernating / lost
12653.0,148,3,4160.83,2,2,3,223,Others
12654.0,10,5,601.98,3,2,2,322,Potential loyalists
12655.0,423,1,261.35,1,1,1,111,Hibernating / lost
12656.0,17,8,6407.83,3,3,3,333,Champions
12657.0,11,4,1643.18,3,2,3,323,Potential loyalists
12658.0,18,1,686.05,3,1,2,312,Potential loyalists
12659.0,29,1,91.68,3,1,1,311,New customers
12660.0,11,1,245.1,3,1,1,311,New customers
12661.0,436,1,162.0,1,1,1,111,Hibernating / lost
12662.0,0,20,6988.02,3,3,3,333,Champions
12663.0,624,2,239.4,1,1,1,111,Hibernating / lost
12664.0,8,11,6070.04,3,3,3,333,Champions
12665.0,324,3,313.6,1,2,1,121,At risk
12666.0,394,1,1248.42,1,1,2,112,Hibernating / lost
12667.0,58,1,620.13,2,1,2,212,Others
12668.0,11,10,11444.68,3,3,3,333,Champions
12669.0,150,3,2744.0299999999997,2,2,3,223,Others
12670.0,10,7,3760.29,3,3,3,333,Champions
12671.0,606,1,2622.481,1,1,3,113,Hibernating / lost
12672.0,329,2,437.05,1,1,1,111,Hibernating / lost
12673.0,5,3,1230.02,3,2,2,322,Potential loyalists
12674.0,38,4,1970.6,3,2,3,323,Potential loyalists
12675.0,553,2,958.5,1,1,2,112,Hibernating / lost
12676.0,24,11,2843.09,3,3,3,333,Champions
12677.0,555,2,395.1,1,1,1,111,Hibernating / lost
12678.0,42,21,34281.18,2,3,3,233,Loyal customers
12679.0,58,4,1113.02,2,2,2,222,Others
12680.0,0,4,880.81,3,2,2,322,Potential loyalists
12681.0,14,45,30868.28,3,3,3,333,Champions
12682.0,3,52,24033.91,3,3,3,333,Champions
12683.0,4,21,12696.78,3,3,3,333,Champions
12684.0,7,7,2283.63,3,3,3,333,Champions
12685.0,28,6,2863.08,3,3,3,333,Champions
12686.0,371,1,178.28,1,1,1,111,Hibernating / lost
12687.0,480,2,2138.91,1,1,3,113,Hibernating / lost
12688.0,113,1,4873.8099999999995,2,1,3,213,Others
12689.0,25,2,1247.61,3,1,2,312,Potential loyalists
12690.0,205,1,389.01,2,1,1,211,Others
12691.0,28,7,1170.4,3,3,2,332,Loyal customers
12692.0,637,1,110.95,1,1,1,111,Hibernating / lost
12693.0,127,7,1703.02,2,3,3,233,Loyal customers
12694.0,70,3,1843.35,2,2,3,223,Others
12695.0,7,7,1407.1200000000001,3,3,2,332,Loyal customers
12696.0,434,2,851.91,1,1,2,112,Hibernating / lost
12697.0,28,3,957.59,3,2,2,322,Potential loyalists
12698.0,590,1,339.75,1,1,1,111,Hibernating / lost
12699.0,417,1,638.11,1,1,2,112,Hibernating / lost
12700.0,7,4,4939.99,3,2,3,323,Potential loyalists
12701.0,79,6,2446.41,2,3,3,233,Loyal customers
12702.0,19,1,219.0,3,1,1,311,New customers
12703.0,71,4,1006.53,2,2,2,222,Others
12704.0,7,8,2340.84,3,3,3,333,Champions
12705.0,15,14,11762.1,3,3,3,333,Champions
12707.0,291,1,603.42,1,1,2,112,Hibernating / lost
12708.0,29,18,5314.1,3,3,3,333,Champions
12709.0,15,34,31093.34,3,3,3,333,Champions
12710.0,96,3,1149.02,2,2,2,222,Others
12711.0,611,2,1339.05,1,1,2,112,Hibernating / lost
12712.0,28,21,7193.66,3,3,3,333,Champions
12713.0,0,1,848.55,3,1,2,312,Potential loyalists
12714.0,9,12,14093.71,3,3,3,333,Champions
12715.0,106,1,353.86,2,1,1,211,Others
12716.0,3,2,1053.49,3,1,2,312,Potential loyalists
12717.0,151,3,1308.91,2,2,2,222,Others
12718.0,71,1,238.25,2,1,1,211,Others
12719.0,5,2,644.95,3,1,2,312,Potential loyalists
12720.0,2,30,8260.67,3,3,3,333,Champions
12721.0,31,8,4013.08,3,3,3,333,Champions
12722.0,85,4,997.63,2,2,2,222,Others
12723.0,3,5,725.07,3,2,2,322,Potential loyalists
12724.0,5,7,2317.52,3,3,3,333,Champions
12725.0,371,4,2694.56,1,2,3,123,At risk
12726.0,28,11,4014.6,3,3,3,333,Champions
12727.0,10,10,5679.53,3,3,3,333,Champions
12728.0,71,5,1070.17,2,2,2,222,Others
12729.0,113,1,453.01,2,1,1,211,Others
12730.0,521,1,829.25,1,1,2,112,Hibernating / lost
12731.0,23,17,25775.71,3,3,3,333,Champions
12732.0,179,1,236.26000000000002,2,1,1,211,Others
12733.0,234,4,2424.87,2,2,3,223,Others
12734.0,352,3,639.65,1,2,2,122,At risk
12735.0,315,2,779.5699999999999,1,1,2,112,Hibernating / lost
12736.0,332,1,234.0,1,1,1,111,Hibernating / lost
12737.0,498,2,3710.5,1,1,3,113,Hibernating / lost
12738.0,372,1,310.7,1,1,1,111,Hibernating / lost
12739.0,78,4,2726.73,2,2,3,223,Others
12740.0,63,1,427.6,2,1,1,211,Others
12741.0,529,2,406.07,1,1,1,111,Hibernating / lost
12742.0,625,1,1201.52,1,1,2,112,Hibernating / lost
12743.0,134,2,546.43,2,1,2,212,Others
12744.0,51,11,25317.06,2,3,3,233,Loyal customers
12745.0,486,3,925.41,1,2,2,122,At risk
12746.0,540,1,254.55,1,1,1,111,Hibernating / lost
12747.0,2,26,9276.539999999999,3,3,3,333,Champions
12748.0,0,336,56599.39,3,3,3,333,Champions
12749.0,3,9,6897.36,3,3,3,333,Champions
12750.0,128,1,275.88,2,1,1,211,Others
12751.0,444,1,268.27,1,1,1,111,Hibernating / lost
12752.0,81,1,4366.78,2,1,3,213,Others
12753.0,22,6,21429.39,3,3,3,333,Champions
12754.0,235,3,3010.74,2,2,3,223,Others
12755.0,280,11,9030.66,1,3,3,133,At risk
12756.0,86,1,112.07999999999998,2,1,1,211,Others
12757.0,15,13,7857.1,3,3,3,333,Champions
12758.0,116,7,9903.24,2,3,3,233,Loyal customers
12759.0,52,8,5020.74,2,3,3,233,Loyal customers
12760.0,455,1,347.8,1,1,1,111,Hibernating / lost
12761.0,457,2,782.95,1,1,2,112,Hibernating / lost
12762.0,7,2,1898.52,3,1,3,313,Potential loyalists
12763.0,138,2,814.16,2,1,2,212,Others
12764.0,316,1,1693.88,1,1,3,113,Hibernating / lost
12765.0,472,6,1404.58,1,3,2,132,At risk
12766.0,3,9,10068.28,3,3,3,333,Champions
12767.0,375,1,949.82,1,1,2,112,Hibernating / lost
12768.0,450,1,168.69000000000003,1,1,1,111,Hibernating / lost
12769.0,238,1,1143.6,2,1,2,212,Others
12770.0,210,2,3246.45,2,1,3,213,Others
12771.0,485,1,282.3,1,1,1,111,Hibernating / lost
12772.0,59,1,892.47,2,1,2,212,Others
12773.0,564,1,124.25,1,1,1,111,Hibernating / lost
12774.0,535,1,98.7,1,1,1,111,Hibernating / lost
12775.0,17,7,1686.12,3,3,3,333,Champions
12776.0,667,1,55.5,1,1,1,111,Hibernating / lost
12777.0,457,1,519.45,1,1,2,112,Hibernating / lost
12778.0,19,9,1775.68,3,3,3,333,Champions
12779.0,37,14,6722.2699999999995,3,3,3,333,Champions
12780.0,598,1,337.4,1,1,1,111,Hibernating / lost
12781.0,63,2,826.74,2,1,2,212,Others
12782.0,4,11,4618.24,3,3,3,333,Champions
12783.0,2,6,2225.91,3,3,3,333,Champions
12784.0,9,3,1804.75,3,2,3,323,Potential loyalists
12785.0,364,3,1100.4,1,2,2,122,At risk
12786.0,609,1,728.5,1,1,2,112,Hibernating / lost
12787.0,9,4,862.18,3,2,2,322,Potential loyalists
12788.0,463,4,444.9,1,2,1,121,At risk
12789.0,65,3,273.35,2,2,1,221,Others
12790.0,192,2,591.85,2,1,2,212,Others
12791.0,373,6,1056.1100000000001,1,3,2,132,At risk
12792.0,256,2,827.01,2,1,2,212,Others
12793.0,334,3,1017.33,1,2,2,122,At risk
12794.0,53,2,860.41,2,1,2,212,Others
12795.0,18,1,430.48,3,1,1,311,New customers
12796.0,628,1,381.0,1,1,1,111,Hibernating / lost
12797.0,365,2,806.11,1,1,2,112,Hibernating / lost
12798.0,10,4,8510.93,3,2,3,323,Potential loyalists
12799.0,529,1,219.35,1,1,1,111,Hibernating / lost
12800.0,470,3,584.25,1,2,2,122,At risk
12801.0,500,1,1071.82,1,1,2,112,Hibernating / lost
12802.0,186,7,2416.42,2,3,3,233,Loyal customers
12803.0,393,1,1092.81,1,1,2,112,Hibernating / lost
12804.0,465,2,327.02,1,1,1,111,Hibernating / lost
12805.0,381,4,1434.95,1,2,2,122,At risk
12806.0,435,4,2878.96,1,2,3,123,At risk
12807.0,383,1,330.35,1,1,1,111,Hibernating / lost
12808.0,36,5,906.1,3,2,2,322,Potential loyalists
12809.0,177,3,1755.94,2,2,3,223,Others
12810.0,534,2,534.99,1,1,2,112,Hibernating / lost
12811.0,260,5,1033.9,2,2,2,222,Others
12812.0,44,1,229.64000000000001,2,1,1,211,Others
12813.0,501,3,1687.8,1,2,3,123,At risk
12814.0,101,1,125.92,2,1,1,211,Others
12815.0,147,2,1063.46,2,1,2,212,Others
12816.0,95,2,572.2,2,1,2,212,Others
12817.0,281,3,690.98,1,2,2,122,At risk
12818.0,261,1,1542.08,2,1,2,212,Others
12819.0,458,1,540.52,1,1,2,112,Hibernating / lost
12820.0,3,11,2689.52,3,3,3,333,Champions
12821.0,214,2,220.8,2,1,1,211,Others
12822.0,70,2,948.88,2,1,2,212,Others
12823.0,74,18,6501.5,2,3,3,233,Loyal customers
12824.0,59,1,397.12,2,1,1,211,Others
12825.0,521,2,518.63,1,1,2,112,Hibernating / lost
12826.0,2,12,2955.75,3,3,3,333,Champions
12827.0,5,3,430.15000000000003,3,2,1,321,Potential loyalists
12828.0,2,6,1018.71,3,3,2,332,Loyal customers
12829.0,336,3,385.3,1,2,1,121,At risk
12830.0,37,6,6814.64,3,3,3,333,Champions
12831.0,262,3,451.11,2,2,1,221,Others
12832.0,32,2,383.03,3,1,1,311,New customers
12833.0,145,1,417.38,2,1,1,211,Others
12834.0,282,1,312.38,1,1,1,111,Hibernating / lost
12835.0,427,41,6043.31,1,3,3,133,At risk
12836.0,59,15,6585.62,2,3,3,233,Loyal customers
12837.0,173,2,688.41,2,1,2,212,Others
12838.0,33,10,3398.48,3,3,3,333,Champions
12839.0,2,26,10071.73,3,3,3,333,Champions
12840.0,143,7,4041.97,2,3,3,233,Loyal customers
12841.0,4,40,7540.68,3,3,3,333,Champions
12842.0,70,4,1917.99,2,2,3,223,Others
12843.0,65,30,6588.41,2,3,3,233,Loyal customers
12844.0,29,4,648.6,3,2,2,322,Potential loyalists
12845.0,267,4,354.09,1,2,1,121,At risk
12846.0,682,1,15.58,1,1,1,111,Hibernating / lost
12847.0,22,2,1636.8999999999999,3,1,3,313,Potential loyalists
12848.0,675,1,208.0,1,1,1,111,Hibernating / lost
12849.0,31,6,3090.56,3,3,3,333,Champions
12850.0,445,1,330.0,1,1,1,111,Hibernating / lost
12851.0,96,2,284.13,2,1,1,211,Others
12852.0,294,1,311.55,1,1,1,111,Hibernating / lost
12853.0,134,11,3907.5,2,3,3,233,Loyal customers
